veg_uniqueID,year,sitecode,post,species_7code_NHIC,s_wdystemcount,m_wdystemcount,t_wdystemcount,vt_wdystemcount,sap_wdystemcount,sap_dbh_m,sap_height_m,within_browse,above_browse
1996_RARO_B7_RUBIDAE,1996,RARO,B7,RUBIDAE,276,277,0,0,0,0,0,553,0
1996_RARO_B9_FRAXIN.,1996,RARO,B9,FRAXIN.,29,0,0,0,0,0,0,29,0
1996_RARO_B9_JUNVIRG,1996,RARO,B9,JUNVIRG,1,0,0,0,0,0,0,1,0
1996_RARO_B9_PRUSERO,1996,RARO,B9,PRUSERO,6,0,0,0,0,0,0,6,0
1996_RARO_B9_PRUVIRG,1996,RARO,B9,PRUVIRG,1,0,0,0,0,0,0,1,0
1996_RARO_B9_QUERUBR,1996,RARO,B9,QUERUBR,15,0,0,0,0,0,0,15,0
1996_RARO_B9_RUBIDAE,1996,RARO,B9,RUBIDAE,105,56,0,0,0,0,0,161,0
1996_RARO_C10_RUBIDAE,1996,RARO,C10,RUBIDAE,5,0,0,0,0,0,0,5,0
1996_RARO_C2_ACESACC,1996,RARO,C2,ACESACC,1,0,0,0,0,0,0,1,0
1996_RARO_C2_QUERUBR,1996,RARO,C2,QUERUBR,1,0,0,0,0,0,0,1,0
1996_RARO_C2_VITRIPA,1996,RARO,C2,VITRIPA,1,0,0,0,0,0,0,1,0
1996_RARO_C4_ACERUBR,1996,RARO,C4,ACERUBR,1,0,0,0,0,0,0,1,0
1996_RARO_C4_FRAXIN.,1996,RARO,C4,FRAXIN.,3,0,0,0,0,0,0,3,0
1996_RARO_C4_TILAMER,1996,RARO,C4,TILAMER,4,0,0,0,0,0,0,4,0
1996_RARO_C6_FRAXIN.,1996,RARO,C6,FRAXIN.,2,0,0,0,0,0,0,2,0
1996_RARO_C6_OSTVIRG,1996,RARO,C6,OSTVIRG,1,0,0,0,0,0,0,1,0
1996_RARO_C6_SASALBI,1996,RARO,C6,SASALBI,66,5,8,15,0,0,0,79,15
1996_RARO_C8_DECVERT,1996,RARO,C8,DECVERT,24,97,0,0,0,0,0,121,0
1996_TMSL_B2_CELSCAN,1996,TMSL,B2,CELSCAN,2,0,0,0,0,0,0,2,0
1996_TMSL_B2_JUNCOMM,1996,TMSL,B2,JUNCOMM,34,25,0,0,0,0,0,59,0
1996_TMSL_B2_RUBIDAE,1996,TMSL,B2,RUBIDAE,15,0,0,0,0,0,0,15,0
1996_TMSL_B2_VITRIPA,1996,TMSL,B2,VITRIPA,1,2,3,0,0,0,0,6,0
1996_TMSL_B4_CELSCAN,1996,TMSL,B4,CELSCAN,3,1,0,0,0,0,0,4,0
1996_TMSL_B4_JUNCOMM,1996,TMSL,B4,JUNCOMM,0,7,0,0,0,0,0,7,0
1996_TMSL_B4_PARINSE,1996,TMSL,B4,PARINSE,8,1,0,0,0,0,0,9,0
1996_TMSL_B4_RUBIDAE,1996,TMSL,B4,RUBIDAE,51,96,5,0,0,0,0,152,0
1996_TMSL_B4_THUOCCI,1996,TMSL,B4,THUOCCI,1,0,0,0,0,0,0,1,0
1996_TMSL_B4_VITRIPA,1996,TMSL,B4,VITRIPA,6,3,0,0,0,0,0,9,0
1996_TMSL_B5_BETPAPY,1996,TMSL,B5,BETPAPY,0,0,6,0,0,0,0,6,0
1996_TMSL_B5_JUNVIRG,1996,TMSL,B5,JUNVIRG,1,0,0,0,0,0,0,1,0
1996_TMSL_B5_PRUVIRG,1996,TMSL,B5,PRUVIRG,1,0,0,0,0,0,0,1,0
1996_TMSL_B5_RUBIDAE,1996,TMSL,B5,RUBIDAE,19,16,0,0,0,0,0,35,0
1996_TMSL_B5_VITRIPA,1996,TMSL,B5,VITRIPA,1,2,0,0,0,0,0,3,0
1996_TMSL_B7_VITRIPA,1996,TMSL,B7,VITRIPA,4,0,0,0,0,0,0,4,0
1996_TMSL_B8_CEPOCCI,1996,TMSL,B8,CEPOCCI,4,2,1,0,0,0,0,7,0
1996_TMSL_B8_ROSRUBI,1996,TMSL,B8,ROSRUBI,4,1,0,0,0,0,0,5,0
1996_TMSL_B8_RUBIDAE,1996,TMSL,B8,RUBIDAE,106,27,0,0,0,0,0,133,0
1996_TMSL_B8_VITRIPA,1996,TMSL,B8,VITRIPA,1,2,0,0,0,0,0,3,0
1996_TMSL_B9_ROSBLAN,1996,TMSL,B9,ROSBLAN,1,1,0,0,0,0,0,2,0
1996_TMSL_B9_ROSRUBI,1996,TMSL,B9,ROSRUBI,1,0,0,0,0,0,0,1,0
1996_TMSL_B9_RUBIDAE,1996,TMSL,B9,RUBIDAE,37,62,8,0,0,0,0,107,0
1996_TMSL_C2_CEPOCCI,1996,TMSL,C2,CEPOCCI,1,0,0,0,0,0,0,1,0
1996_TMSL_C2_HYPKALM,1996,TMSL,C2,HYPKALM,10,0,0,0,0,0,0,10,0
1996_TMSL_C3_ACERUBR,1996,TMSL,C3,ACERUBR,1,0,0,0,0,0,0,1,0
1996_TMSL_C3_BETPAPY,1996,TMSL,C3,BETPAPY,3,0,0,0,0,0,0,3,0
1996_TMSL_C3_JUNCOMM,1996,TMSL,C3,JUNCOMM,0,8,1,0,0,0,0,9,0
1996_TMSL_C3_LARLARI,1996,TMSL,C3,LARLARI,0,1,4,2,0,0,0,5,2
1996_TMSL_C3_PARINSE,1996,TMSL,C3,PARINSE,9,1,0,0,0,0,0,10,0
1996_TMSL_C3_PRUVIRG,1996,TMSL,C3,PRUVIRG,1,0,0,0,0,0,0,1,0
1996_TMSL_C3_RUBIDAE,1996,TMSL,C3,RUBIDAE,53,120,6,0,0,0,0,179,0
1996_TMSL_C3_RHURADI,1996,TMSL,C3,RHURADI,1,0,0,0,0,0,0,1,0
1996_TMSL_C3_VITRIPA,1996,TMSL,C3,VITRIPA,9,8,1,0,0,0,0,18,0
1996_TMSL_C5_CEPOCCI,1996,TMSL,C5,CEPOCCI,8,0,0,0,0,0,0,8,0
1996_TMSL_C5_PARINSE,1996,TMSL,C5,PARINSE,1,0,0,0,0,0,0,1,0
1996_TMSL_C5_RUBIDAE,1996,TMSL,C5,RUBIDAE,2,0,0,0,0,0,0,2,0
1996_TMSL_C7_BETPAPY,1996,TMSL,C7,BETPAPY,1,0,2,0,0,0,0,3,0
1996_TMSL_C7_CELSCAN,1996,TMSL,C7,CELSCAN,1,0,0,0,0,0,0,1,0
1996_TMSL_C7_PARINSE,1996,TMSL,C7,PARINSE,3,1,0,0,0,0,0,4,0
1996_TMSL_C7_ROSMULT,1996,TMSL,C7,ROSMULT,1,1,10,0,0,0,0,12,0
1996_TMSL_C7_RUBIDAE,1996,TMSL,C7,RUBIDAE,96,452,31,0,0,0,0,579,0
1996_TMSL_C7_VITRIPA,1996,TMSL,C7,VITRIPA,0,1,0,0,0,0,0,1,0
1996_ROIS_C2_SASALBI,1996,ROIS,C2,SASALBI,0,0,1,0,0,0,0,1,0
1996_ROIS_C2_VITRIPA,1996,ROIS,C2,VITRIPA,4,6,1,0,0,0,0,11,0
1996_ROIS_C4_FRAXIN.,1996,ROIS,C4,FRAXIN.,1,0,0,0,0,0,0,1,0
1996_ROIS_C4_TILAMER,1996,ROIS,C4,TILAMER,1,0,0,0,0,0,0,1,0
1996_ROIS_C4_VITRIPA,1996,ROIS,C4,VITRIPA,0,1,0,0,0,0,0,1,0
1996_ROIS_D11_CEPOCCI,1996,ROIS,D11,CEPOCCI,0,0,1,0,0,0,0,1,0
1996_ROIS_D3_VITRIPA,1996,ROIS,D3,VITRIPA,0,1,0,0,0,0,0,1,0
1996_ROIS_D7_OSTVIRG,1996,ROIS,D7,OSTVIRG,1,0,0,0,0,0,0,1,0
1996_ROIS_D7_QUERUBR,1996,ROIS,D7,QUERUBR,8,0,0,0,0,0,0,8,0
1996_IDSS_B10_HYPKALM,1996,IDSS,B10,HYPKALM,652,81,0,0,0,0,0,733,0
1996_IDSS_B10_VITRIPA,1996,IDSS,B10,VITRIPA,35,0,0,0,0,0,0,35,0
1996_IDSS_B4_HYPKALM,1996,IDSS,B4,HYPKALM,208,47,0,0,0,0,0,255,0
1996_IDSS_B4_JUNVIRG,1996,IDSS,B4,JUNVIRG,0,0,0,1,0,0,0,0,1
1996_IDSS_B6_HYPKALM,1996,IDSS,B6,HYPKALM,158,61,0,0,0,0,0,219,0
1996_IDSS_B6_JUNVIRG,1996,IDSS,B6,JUNVIRG,2,2,1,1,0,0,0,5,1
1996_IDSS_B6_ROSRUBI,1996,IDSS,B6,ROSRUBI,1,0,0,0,0,0,0,1,0
1996_IDSS_B6_VITRIPA,1996,IDSS,B6,VITRIPA,4,1,1,0,0,0,0,6,0
1996_IDSS_B8_HYPKALM,1996,IDSS,B8,HYPKALM,52,43,0,0,0,0,0,95,0
1996_IDSS_B8_JUNVIRG,1996,IDSS,B8,JUNVIRG,0,0,1,1,0,0,0,1,1
1996_IDSS_B8_ROSRUBI,1996,IDSS,B8,ROSRUBI,1,2,0,0,0,0,0,3,0
1996_WPWC_B2_JUNCOMM,1996,WPWC,B2,JUNCOMM,7,9,0,0,0,0,0,16,0
1996_WPWC_B2_JUNVIRG,1996,WPWC,B2,JUNVIRG,0,1,0,0,0,0,0,1,0
1996_WPWC_B2_RUBIDAE,1996,WPWC,B2,RUBIDAE,7,2,0,0,0,0,0,9,0
1996_WPWC_B2_VITRIPA,1996,WPWC,B2,VITRIPA,2,0,0,0,0,0,0,2,0
1996_WPWC_B4_JUNCOMM,1996,WPWC,B4,JUNCOMM,0,7,0,0,0,0,0,7,0
1996_WPWC_B4_RUBIDAE,1996,WPWC,B4,RUBIDAE,23,3,0,0,0,0,0,26,0
1996_WPWC_D10_ROSPALU,1996,WPWC,D10,ROSPALU,7,44,1,0,0,0,0,52,0
1996_WPWC_D11_JUNCOMM,1996,WPWC,D11,JUNCOMM,0,14,1,0,0,0,0,15,0
1996_WPWC_D11_PINSTRO,1996,WPWC,D11,PINSTRO,0,0,1,0,0,0,0,1,0
1996_WPWC_D11_ROSPALU,1996,WPWC,D11,ROSPALU,0,6,0,0,0,0,0,6,0
1996_WPWC_D11_RUBIDAE,1996,WPWC,D11,RUBIDAE,82,31,0,0,0,0,0,113,0
1996_WPWC_D11_VITRIPA,1996,WPWC,D11,VITRIPA,4,1,0,0,0,0,0,5,0
1996_WPWC_D12_RUBIDAE,1996,WPWC,D12,RUBIDAE,65,27,0,0,0,0,0,92,0
1996_WPWC_D12_VITRIPA,1996,WPWC,D12,VITRIPA,0,1,0,0,0,0,0,1,0
1996_WPWC_D5_JUNCOMM,1996,WPWC,D5,JUNCOMM,1,8,0,0,0,0,0,9,0
1996_WPWC_D5_RUBIDAE,1996,WPWC,D5,RUBIDAE,8,0,0,0,0,0,0,8,0
1996_WPWC_D5_VITRIPA,1996,WPWC,D5,VITRIPA,2,0,0,0,0,0,0,2,0
1996_WPWC_D6_JUNCOMM,1996,WPWC,D6,JUNCOMM,10,43,0,0,0,0,0,53,0
1996_WPWC_D6_JUNVIRG,1996,WPWC,D6,JUNVIRG,0,1,1,0,0,0,0,2,0
1996_WPWC_D6_ROSRUBI,1996,WPWC,D6,ROSRUBI,0,1,0,0,0,0,0,1,0
1996_WPWC_D6_RUBIDAE,1996,WPWC,D6,RUBIDAE,15,25,0,0,0,0,0,40,0
1996_WPWC_D6_SYMALBU,1996,WPWC,D6,SYMALBU,3,0,0,0,0,0,0,3,0
1996_WPWC_D7_JUNCOMM,1996,WPWC,D7,JUNCOMM,1,9,0,0,0,0,0,10,0
1996_WPWC_D7_PRUVIRG,1996,WPWC,D7,PRUVIRG,0,1,0,0,0,0,0,1,0
1996_WPWC_D7_ROSRUBI,1996,WPWC,D7,ROSRUBI,5,9,0,0,0,0,0,14,0
1996_WPWC_D7_RUBIDAE,1996,WPWC,D7,RUBIDAE,118,58,0,0,0,0,0,176,0
1996_WPWC_D7_SYMALBU,1996,WPWC,D7,SYMALBU,5,7,0,0,0,0,0,12,0
1996_WPWC_E6_JUNCOMM,1996,WPWC,E6,JUNCOMM,31,31,0,0,0,0,0,62,0
1996_WPWC_E6_JUNVIRG,1996,WPWC,E6,JUNVIRG,4,13,7,0,0,0,0,24,0
1996_WPWC_E7_JUNCOMM,1996,WPWC,E7,JUNCOMM,42,21,0,0,0,0,0,63,0
1996_WPWC_E7_LARLARI,1996,WPWC,E7,LARLARI,2,0,0,0,0,0,0,2,0
1996_WPWC_E7_ROSRUBI,1996,WPWC,E7,ROSRUBI,0,1,0,0,0,0,0,1,0
1996_WPWC_E7_RUBIDAE,1996,WPWC,E7,RUBIDAE,89,38,0,0,0,0,0,127,0
1996_WPWC_E7_SYMALBU,1996,WPWC,E7,SYMALBU,14,1,0,0,0,0,0,15,0
1996_WPWC_E7_VITRIPA,1996,WPWC,E7,VITRIPA,4,0,0,0,0,0,0,4,0
1996_ROWB_B10_ACERUBR,1996,ROWB,B10,ACERUBR,1,0,0,0,0,0,0,1,0
1996_ROWB_B10_BETPAPY,1996,ROWB,B10,BETPAPY,0,0,3,0,0,0,0,3,0
1996_ROWB_B10_VITAEST,1996,ROWB,B10,VITAEST,1,0,0,0,0,0,0,1,0
1996_ROWB_B10_VITRIPA,1996,ROWB,B10,VITRIPA,1,0,0,0,0,0,0,1,0
1996_ROWB_B2_ACERUBR,1996,ROWB,B2,ACERUBR,4,0,0,0,0,0,0,4,0
1996_ROWB_B2_OSTVIRG,1996,ROWB,B2,OSTVIRG,3,0,0,0,0,0,0,3,0
1996_ROWB_B2_QUERUBR,1996,ROWB,B2,QUERUBR,3,0,0,0,0,0,0,3,0
1996_ROWB_B2_ROSRUBI,1996,ROWB,B2,ROSRUBI,1,0,0,0,0,0,0,1,0
1996_ROWB_B2_RUBIDAE,1996,ROWB,B2,RUBIDAE,2,0,0,0,0,0,0,2,0
1996_ROWB_B2_SASALBI,1996,ROWB,B2,SASALBI,32,19,2,0,0,0,0,53,0
1996_ROWB_B2_VITAEST,1996,ROWB,B2,VITAEST,1,0,0,0,0,0,0,1,0
1996_ROWB_B4_ACERUBR,1996,ROWB,B4,ACERUBR,2,2,0,0,0,0,0,4,0
1996_ROWB_B4_RUBIDAE,1996,ROWB,B4,RUBIDAE,163,183,1,0,0,0,0,347,0
1996_ROWB_B4_VITAEST,1996,ROWB,B4,VITAEST,1,0,0,0,0,0,0,1,0
1996_ROWB_B6_RUBIDAE,1996,ROWB,B6,RUBIDAE,95,5,0,0,0,0,0,100,0
1996_ROWB_B6_VITRIPA,1996,ROWB,B6,VITRIPA,0,1,0,0,0,0,0,1,0
1996_ROWB_B8_BETPAPY,1996,ROWB,B8,BETPAPY,37,1,0,0,0,0,0,38,0
1996_ROWB_B8_QUERUBR,1996,ROWB,B8,QUERUBR,1,0,0,0,0,0,0,1,0
1996_ROWB_B8_RUBIDAE,1996,ROWB,B8,RUBIDAE,12,22,0,0,0,0,0,34,0
1996_ROWB_B8_VITRIPA,1996,ROWB,B8,VITRIPA,1,0,0,0,0,0,0,1,0
1996_ROWB_C10_ROSRUBI,1996,ROWB,C10,ROSRUBI,2,2,0,0,0,0,0,4,0
1996_ROWB_C10_VITRIPA,1996,ROWB,C10,VITRIPA,1,0,0,0,0,0,0,1,0
1996_ROWB_C4_DECVERT,1996,ROWB,C4,DECVERT,21,15,0,0,0,0,0,36,0
1996_ROWB_C8_QUERUBR,1996,ROWB,C8,QUERUBR,27,0,0,0,0,0,0,27,0
1996_ROWB_C8_RUBIDAE,1996,ROWB,C8,RUBIDAE,104,32,0,0,0,0,0,136,0
1996_ROWB_C8_VITAEST,1996,ROWB,C8,VITAEST,3,2,2,0,0,0,0,7,0
1996_ROWP_B15_CELSCAN,1996,ROWP,B15,CELSCAN,1,0,0,0,0,0,0,1,0
1996_ROWP_B15_PARINSE,1996,ROWP,B15,PARINSE,38,4,0,0,0,0,0,42,0
1996_ROWP_B15_VITRIPA,1996,ROWP,B15,VITRIPA,3,3,0,0,0,0,0,6,0
1996_ROWP_B19_RUBIDAE,1996,ROWP,B19,RUBIDAE,220,395,1,0,0,0,0,616,0
1996_ROWP_B21_RUBIDAE,1996,ROWP,B21,RUBIDAE,365,120,0,0,0,0,0,485,0
1996_ROWP_B21_VITRIPA,1996,ROWP,B21,VITRIPA,11,6,0,0,0,0,0,17,0
1996_ROWP_B6_PRUVIRG,1996,ROWP,B6,PRUVIRG,4,0,0,0,0,0,0,4,0
1996_ROWP_B6_TILAMER,1996,ROWP,B6,TILAMER,8,0,0,0,0,0,0,8,0
1996_ROWP_B6_VITRIPA,1996,ROWP,B6,VITRIPA,1,3,0,0,0,0,0,4,0
1996_ROWP_B7_TILAMER,1996,ROWP,B7,TILAMER,2,0,0,0,0,0,0,2,0
1996_ROWP_B9_FRAXIN.,1996,ROWP,B9,FRAXIN.,1,0,0,0,0,0,0,1,0
1996_ROWP_B9_JUNVIRG,1996,ROWP,B9,JUNVIRG,0,0,0,1,0,0,0,0,1
1996_ROWP_B9_PRUSERO,1996,ROWP,B9,PRUSERO,2,0,0,0,0,0,0,2,0
1996_ROWP_C16_ROSRUBI,1996,ROWP,C16,ROSRUBI,0,0,2,0,0,0,0,2,0
1996_ROWP_C16_VITRIPA,1996,ROWP,C16,VITRIPA,7,6,0,0,0,0,0,13,0
1997_DCSD_C11_PRUVIRG,1997,DCSD,C11,PRUVIRG,1,1,2,0,0,0,0,4,0
1997_DCSD_C11_VITRIPA,1997,DCSD,C11,VITRIPA,8,15,0,0,0,0,0,23,0
1997_DCSD_C14_PRUVIRG,1997,DCSD,C14,PRUVIRG,1,0,0,0,0,0,0,1,0
1997_DCSD_C14_VITRIPA,1997,DCSD,C14,VITRIPA,1,1,0,0,0,0,0,2,0
1997_DCSD_C2_PRUVIRG,1997,DCSD,C2,PRUVIRG,1,0,0,0,0,0,0,1,0
1997_DCSD_C4_ROSRUBI,1997,DCSD,C4,ROSRUBI,0,3,0,0,0,0,0,3,0
1997_DCSD_C4_VITRIPA,1997,DCSD,C4,VITRIPA,15,12,0,0,0,0,0,27,0
1997_DCSD_C6_VITRIPA,1997,DCSD,C6,VITRIPA,4,0,0,0,0,0,0,4,0
1997_DCSD_C7_VITRIPA,1997,DCSD,C7,VITRIPA,1,0,0,0,0,0,0,1,0
1997_WPWC_B2_JUNCOMM,1997,WPWC,B2,JUNCOMM,0,11,0,0,0,0,0,11,0
1997_WPWC_B2_JUNVIRG,1997,WPWC,B2,JUNVIRG,0,1,0,0,0,0,0,1,0
1997_WPWC_B2_RUBIDAE,1997,WPWC,B2,RUBIDAE,23,0,0,0,0,0,0,23,0
1997_WPWC_B2_VITRIPA,1997,WPWC,B2,VITRIPA,3,0,0,0,0,0,0,3,0
1997_WPWC_B4_JUNCOMM,1997,WPWC,B4,JUNCOMM,0,10,0,0,0,0,0,10,0
1997_WPWC_B4_RUBIDAE,1997,WPWC,B4,RUBIDAE,47,3,0,0,0,0,0,50,0
1997_WPWC_B4_VITRIPA,1997,WPWC,B4,VITRIPA,0,1,0,0,0,0,0,1,0
1997_WPWC_D10_ROSPALU,1997,WPWC,D10,ROSPALU,20,40,0,0,0,0,0,60,0
1997_WPWC_D11_BETPAPY,1997,WPWC,D11,BETPAPY,1,0,0,1,0,0,0,1,1
1997_WPWC_D11_JUNCOMM,1997,WPWC,D11,JUNCOMM,3,13,0,0,0,0,0,16,0
1997_WPWC_D11_PINSTRO,1997,WPWC,D11,PINSTRO,0,0,1,0,0,0,0,1,0
1997_WPWC_D11_ROSPALU,1997,WPWC,D11,ROSPALU,0,7,0,0,0,0,0,7,0
1997_WPWC_D11_RUBIDAE,1997,WPWC,D11,RUBIDAE,65,43,0,0,0,0,0,108,0
1997_WPWC_D11_VITRIPA,1997,WPWC,D11,VITRIPA,3,3,0,0,0,0,0,6,0
1997_WPWC_D12_RUBIDAE,1997,WPWC,D12,RUBIDAE,9,9,0,0,0,0,0,18,0
1997_WPWC_D5_JUNCOMM,1997,WPWC,D5,JUNCOMM,3,13,6,0,0,0,0,22,0
1997_WPWC_D5_RUBIDAE,1997,WPWC,D5,RUBIDAE,6,0,0,0,0,0,0,6,0
1997_WPWC_D6_JUNCOMM,1997,WPWC,D6,JUNCOMM,7,44,2,0,0,0,0,53,0
1997_WPWC_D6_JUNVIRG,1997,WPWC,D6,JUNVIRG,0,12,1,0,0,0,0,13,0
1997_WPWC_D6_ROSRUBI,1997,WPWC,D6,ROSRUBI,0,1,0,0,0,0,0,1,0
1997_WPWC_D6_RUBIDAE,1997,WPWC,D6,RUBIDAE,17,31,1,0,0,0,0,49,0
1997_WPWC_D6_SYMALBU,1997,WPWC,D6,SYMALBU,13,1,0,0,0,0,0,14,0
1997_WPWC_D7_JUNCOMM,1997,WPWC,D7,JUNCOMM,1,3,0,0,0,0,0,4,0
1997_WPWC_D7_PRUVIRG,1997,WPWC,D7,PRUVIRG,0,1,0,0,0,0,0,1,0
1997_WPWC_D7_ROSRUBI,1997,WPWC,D7,ROSRUBI,5,0,1,0,0,0,0,6,0
1997_WPWC_D7_RUBIDAE,1997,WPWC,D7,RUBIDAE,143,97,0,0,0,0,0,240,0
1997_WPWC_D7_SYMALBU,1997,WPWC,D7,SYMALBU,10,8,0,0,0,0,0,18,0
1997_WPWC_D7_VITRIPA,1997,WPWC,D7,VITRIPA,2,0,0,0,0,0,0,2,0
1997_WPWC_E6_JUNCOMM,1997,WPWC,E6,JUNCOMM,22,20,1,0,0,0,0,43,0
1997_WPWC_E6_JUNVIRG,1997,WPWC,E6,JUNVIRG,1,14,15,0,0,0,0,30,0
1997_WPWC_E7_JUNCOMM,1997,WPWC,E7,JUNCOMM,24,21,0,0,0,0,0,45,0
1997_WPWC_E7_ROSRUBI,1997,WPWC,E7,ROSRUBI,0,1,0,0,0,0,0,1,0
1997_WPWC_E7_RUBIDAE,1997,WPWC,E7,RUBIDAE,87,57,0,0,0,0,0,144,0
1997_WPWC_E7_SYMALBU,1997,WPWC,E7,SYMALBU,11,3,0,0,0,0,0,14,0
1997_WPWC_E7_VITRIPA,1997,WPWC,E7,VITRIPA,4,0,0,0,0,0,0,4,0
1997_BGGR_B10_RUBIDAE,1997,BGGR,B10,RUBIDAE,95,18,0,0,0,0,0,113,0
1997_BGGR_B2_RUBIDAE,1997,BGGR,B2,RUBIDAE,36,7,0,0,0,0,0,43,0
1997_BGGR_B4_RUBIDAE,1997,BGGR,B4,RUBIDAE,72,0,0,0,0,0,0,72,0
1997_BGGR_C11_RUBIDAE,1997,BGGR,C11,RUBIDAE,34,3,0,0,0,0,0,37,0
1997_BGGR_C8_RUBIDAE,1997,BGGR,C8,RUBIDAE,222,15,0,0,0,0,0,237,0
1997_BGGR_C9_RUBIDAE,1997,BGGR,C9,RUBIDAE,162,1,0,0,0,0,0,163,0
1997_ROWP_B11_VITRIPA,1997,ROWP,B11,VITRIPA,1,0,0,0,0,0,0,1,0
1997_ROWP_B13_TILAMER,1997,ROWP,B13,TILAMER,2,0,0,0,0,0,0,2,0
1997_ROWP_B15_CELSCAN,1997,ROWP,B15,CELSCAN,3,3,0,0,0,0,0,6,0
1997_ROWP_B15_PARINSE,1997,ROWP,B15,PARINSE,27,36,3,0,0,0,0,66,0
1997_ROWP_B15_VITRIPA,1997,ROWP,B15,VITRIPA,2,4,2,0,0,0,0,8,0
1997_ROWP_B19_RUBIDAE,1997,ROWP,B19,RUBIDAE,81,128,0,0,0,0,0,209,0
1997_ROWP_B19_VITRIPA,1997,ROWP,B19,VITRIPA,1,0,0,0,0,0,0,1,0
1997_ROWP_B21_RUBIDAE,1997,ROWP,B21,RUBIDAE,352,155,0,0,0,0,0,507,0
1997_ROWP_B21_VITRIPA,1997,ROWP,B21,VITRIPA,17,16,0,0,0,0,0,33,0
1997_ROWP_B6_TILAMER,1997,ROWP,B6,TILAMER,5,3,0,0,0,0,0,8,0
1997_ROWP_B6_VITRIPA,1997,ROWP,B6,VITRIPA,4,5,1,0,0,0,0,10,0
1997_ROWP_B7_TILAMER,1997,ROWP,B7,TILAMER,1,1,0,0,0,0,0,2,0
1997_ROWP_B7_VITRIPA,1997,ROWP,B7,VITRIPA,1,1,0,0,0,0,0,2,0
1997_ROWP_B9_FRAXIN.,1997,ROWP,B9,FRAXIN.,2,0,0,0,0,0,0,2,0
1997_ROWP_B9_JUNVIRG,1997,ROWP,B9,JUNVIRG,0,0,0,1,0,0,0,0,1
1997_ROWP_C16_ROSRUBI,1997,ROWP,C16,ROSRUBI,0,0,2,0,0,0,0,2,0
1997_ROWP_C16_VITRIPA,1997,ROWP,C16,VITRIPA,5,16,0,0,0,0,0,21,0
1997_STDP_B1_BETPAPY,1997,STDP,B1,BETPAPY,0,0,1,0,0,0,0,1,0
1997_STDP_B1_DECVERT,1997,STDP,B1,DECVERT,5,0,0,0,0,0,0,5,0
1997_STDP_B12_CEPOCCI,1997,STDP,B12,CEPOCCI,1,0,0,0,0,0,0,1,0
1997_STDP_B12_DECVERT,1997,STDP,B12,DECVERT,6,0,0,0,0,0,0,6,0
1997_STDP_B13_ROSRUBI,1997,STDP,B13,ROSRUBI,0,0,2,0,0,0,0,2,0
1997_STDP_B13_RUBIDAE,1997,STDP,B13,RUBIDAE,159,42,0,0,0,0,0,201,0
1997_STDP_B13_VITRIPA,1997,STDP,B13,VITRIPA,0,9,0,0,0,0,0,9,0
1997_STDP_B15_RUBIDAE,1997,STDP,B15,RUBIDAE,78,48,2,0,0,0,0,128,0
1997_STDP_B15_VITRIPA,1997,STDP,B15,VITRIPA,1,1,0,0,0,0,0,2,0
1997_STDP_B17_PINSTRO,1997,STDP,B17,PINSTRO,0,0,1,0,0,0,0,1,0
1997_STDP_B20_RUBIDAE,1997,STDP,B20,RUBIDAE,59,6,0,0,0,0,0,65,0
1997_STDP_B20_VITRIPA,1997,STDP,B20,VITRIPA,1,8,0,0,0,0,0,9,0
1997_STDP_B3_CEPOCCI,1997,STDP,B3,CEPOCCI,0,4,2,1,0,0,0,6,1
1997_STDP_B3_DECVERT,1997,STDP,B3,DECVERT,5,1,0,0,0,0,0,6,0
1997_STDP_B3_RUBIDAE,1997,STDP,B3,RUBIDAE,2,3,0,0,0,0,0,5,0
1997_STDP_B5_ACERUBR,1997,STDP,B5,ACERUBR,0,0,2,0,0,0,0,2,0
1997_STDP_B5_CEPOCCI,1997,STDP,B5,CEPOCCI,0,4,0,0,0,0,0,4,0
1997_STDP_B5_DECVERT,1997,STDP,B5,DECVERT,12,2,0,0,0,0,0,14,0
1997_STDP_B5_LARLARI,1997,STDP,B5,LARLARI,0,0,0,1,0,0,0,0,1
1997_STDP_B7_THUOCCI,1997,STDP,B7,THUOCCI,0,1,0,0,0,0,0,1,0
1997_STDP_B9_RUBIDAE,1997,STDP,B9,RUBIDAE,4,7,0,0,0,0,0,11,0
1997_STDP_B9_VITRIPA,1997,STDP,B9,VITRIPA,0,1,0,0,0,0,0,1,0
1997_RARO_B11_FRAXIN.,1997,RARO,B11,FRAXIN.,4,0,0,0,0,0,0,4,0
1997_RARO_B11_OSTVIRG,1997,RARO,B11,OSTVIRG,1,0,0,0,0,0,0,1,0
1997_RARO_B11_RUBIDAE,1997,RARO,B11,RUBIDAE,30,85,0,0,0,0,0,115,0
1997_RARO_B11_SASALBI,1997,RARO,B11,SASALBI,1,2,0,0,0,0,0,3,0
1997_RARO_B3_OSTVIRG,1997,RARO,B3,OSTVIRG,1,0,0,0,0,0,0,1,0
1997_RARO_B3_RUBIDAE,1997,RARO,B3,RUBIDAE,80,99,13,0,0,0,0,192,0
1997_RARO_B3_SASALBI,1997,RARO,B3,SASALBI,7,1,1,5,0,0,0,9,5
1997_RARO_B5_RUBIDAE,1997,RARO,B5,RUBIDAE,78,249,70,0,0,0,0,397,0
1997_RARO_B7_RUBIDAE,1997,RARO,B7,RUBIDAE,183,333,0,0,0,0,0,516,0
