site_size_ha,site_code_abcd,site_name,sampling_year_yyyy,year_site,species_banding_code_abcd,species_common_name,breeding_territories,tree_density
12.8,WPWC,White Pine - White Cedar Savannah,1995,1995_WPWC,SOSP,Song Sparrow,9,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1995,1995_WPWC,TRES,Tree Swallow,2,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1995,1995_WPWC,WEVI,White-eyed Vireo,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1995,1995_WPWC,YWAR,Yellow Warbler,2,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1996,1996_DCSD,CHSP,Chipping Sparrow,1,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1996,1996_DCSD,EAKI,Eastern Kingbird,2.5,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1996,1996_DCSD,FISP,Field Sparrow,0.5,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1996,1996_DCSD,SOSP,Song Sparrow,3.5,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1996,1996_DCSD,SPSA,Spotted Sandpiper,0.5,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1996,1996_DCSD,TRES,Tree Swallow,6.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,AMRE,American Redstart,5.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,BAOR,Baltimore Oriole,5.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,BCCH,Black-capped Chickadee,0.25,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,BGGN,Blue-gray Gnatcatcher,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,BHCO,Brown-headed Cowbird,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,BLJA,Blue Jay,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,COGR,Common Grackle,3,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,COYE,Common Yellowthroat,9.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,EAKI,Eastern Kingbird,5.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,EATO,Eastern Towhee,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,EAWP,Eastern Wood-pewee,5.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,EUST,European Starling,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,EWPW,Eastern Whip-poor-will,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,FISP,Field Sparrow,0.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,GCFL,Great Crested Flycatcher,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,GRCA,Gray Catbird,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,HOWR,House Wren,13.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,INBU,Indigo Bunting,0.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,MODO,Mourning Dove,4,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,NOFL,Northern Flicker,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,RBWO,Red-bellied Woodpecker,0.25,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,REVI,Red-eyed Vireo,4,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,RTHU,Ruby-throated Hummingbird,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,RWBL,Red-winged Blackbird,14,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,SOSP,Song Sparrow,7,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,TRES,Tree Swallow,8,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,WAVI,Warbling Vireo,5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,WBNU,White-breasted Nuthatch,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,YBCU,Yellow-billed Cuckoo,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1996,1996_RARO,YWAR,Yellow Warbler,9.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,AMRE,American Redstart,2.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,AMWO,American Woodcock,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,BAOR,Baltimore Oriole,3.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,COGR,Common Grackle,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,COYE,Common Yellowthroat,14,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,DOWO,Downy Woodpecker,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,EAKI,Eastern Kingbird,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,EAWP,Eastern Wood-pewee,9.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,EUST,European Starling,3.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,EWPW,Eastern Whip-poor-will,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,GHOW,Great Horned Owl,0.25,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,GRCA,Gray Catbird,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,HOWR,House Wren,10,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,LEFL,Least Flycatcher,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,MAWR,Marsh Wren,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,NOFL,Northern Flicker,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,REVI,Red-eyed Vireo,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,RWBL,Red-winged Blackbird,28,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,SOSP,Song Sparrow,11,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,SWSP,Swamp Sparrow,4.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,TRES,Tree Swallow,9,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,WAVI,Warbling Vireo,7,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1996,1996_ROIS,YWAR,Yellow Warbler,18,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,AMGO,American Goldfinch,1,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,AMRE,American Redstart,3,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,AMWO,American Woodcock,2,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,BAOR,Baltimore Oriole,4,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,BCCH,Black-capped Chickadee,1,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,BGGN,Blue-gray Gnatcatcher,2,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,BHCO,Brown-headed Cowbird,3,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,BLJA,Blue Jay,1,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,BRTH,Brown Thrasher,3,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,CEDW,Cedar Waxwing,1,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,CHSP,Chipping Sparrow,7.5,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,COGR,Common Grackle,1,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,COYE,Common Yellowthroat,15,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,EAKI,Eastern Kingbird,3,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,EATO,Eastern Towhee,5,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,EAWP,Eastern Wood-pewee,6,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,EWPW,Eastern Whip-poor-will,2,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,GCFL,Great Crested Flycatcher,2,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,GRCA,Gray Catbird,10,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,HOWR,House Wren,13,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,MAWR,Marsh Wren,1,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,MODO,Mourning Dove,2.5,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,NOCA,Northern Cardinal,3,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,REVI,Red-eyed Vireo,3,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,RTHU,Ruby-throated Hummingbird,2,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,RWBL,Red-winged Blackbird,18,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,SOSP,Song Sparrow,10,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,SWSP,Swamp Sparrow,2,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,TRES,Tree Swallow,4,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,WEVI,White-eyed Vireo,1,NOTFOUND
11,TMSL,Tamarack Slough,1996,1996_TMSL,YWAR,Yellow Warbler,17,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,BHCO,Brown-headed Cowbird,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,BRTH,Brown Thrasher,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,CHSP,Chipping Sparrow,4,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,EAKI,Eastern Kingbird,1.5,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,EUST,European Starling,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,FISP,Field Sparrow,5,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,HOWR,House Wren,1.5,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,KILL,Killdeer,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,NOMO,Northern Mockingbird,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,RWBL,Red-winged Blackbird,10,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,SOSP,Song Sparrow,6,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,SPSA,Spotted Sandpiper,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1997,1997_IDSS,TRES,Tree Swallow,19,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,AMRE,American Redstart,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,AMRO,American Robin,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,BAOR,Baltimore Oriole,11,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,BCCH,Black-capped Chickadee,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,BGGN,Blue-gray Gnatcatcher,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,BLJA,Blue Jay,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,CHSP,Chipping Sparrow,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,COGR,Common Grackle,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,COYE,Common Yellowthroat,6,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,DOWO,Downy Woodpecker,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,EAKI,Eastern Kingbird,3.5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,EATO,Eastern Towhee,0.25,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,EAWP,Eastern Wood-pewee,8,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,EUST,European Starling,4,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,EWPW,Eastern Whip-poor-will,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,GCFL,Great Crested Flycatcher,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,GRCA,Gray Catbird,2.5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,HOWR,House Wren,12,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,MODO,Mourning Dove,1.5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,NOCA,Northern Cardinal,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,NOFL,Northern Flicker,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,RBWO,Red-bellied Woodpecker,0.25,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,REVI,Red-eyed Vireo,5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,RTHA,Red-tailed Hawk,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,RTHU,Ruby-throated Hummingbird,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,RWBL,Red-winged Blackbird,13,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,SOSP,Song Sparrow,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,TRES,Tree Swallow,14,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,WAVI,Warbling Vireo,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,YBCU,Yellow-billed Cuckoo,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1997,1997_ROWB,YWAR,Yellow Warbler,7.5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,AMRO,American Robin,1.5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,BAOR,Baltimore Oriole,5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,COGR,Common Grackle,2,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,COYE,Common Yellowthroat,5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,DOWO,Downy Woodpecker,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,EAKI,Eastern Kingbird,4,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,EAWP,Eastern Wood-pewee,6,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,EUST,European Starling,3,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,GRCA,Gray Catbird,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,HOWR,House Wren,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,LEBI,Least Bittern,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,MODO,Mourning Dove,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,NOCA,Northern Cardinal,2,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,REVI,Red-eyed Vireo,2,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,RWBL,Red-winged Blackbird,22,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,SOSP,Song Sparrow,10,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,TRES,Tree Swallow,14,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,WAVI,Warbling Vireo,2,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,WIFL,Willow Flycatcher,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,1997,1997_ROWP,YWAR,Yellow Warbler,11,NOTFOUND
13.6,SRS1,Sedge - Rush Swale #1,1997,1997_SRS1,EAKI,Eastern Kingbird,0.5,NOTFOUND
13.6,SRS1,Sedge - Rush Swale #1,1997,1997_SRS1,KILL,Killdeer,1,NOTFOUND
13.6,SRS1,Sedge - Rush Swale #1,1997,1997_SRS1,RWBL,Red-winged Blackbird,5,NOTFOUND
13.6,SRS1,Sedge - Rush Swale #1,1997,1997_SRS1,SOSP,Song Sparrow,1,NOTFOUND
13.6,SRS1,Sedge - Rush Swale #1,1997,1997_SRS1,SPSA,Spotted Sandpiper,0.5,NOTFOUND
14.6,SRS2,Sedge - Rush Swale #2,1997,1997_SRS2,EAKI,Eastern Kingbird,0.5,NOTFOUND
14.6,SRS2,Sedge - Rush Swale #2,1997,1997_SRS2,RWBL,Red-winged Blackbird,2,NOTFOUND
14.6,SRS2,Sedge - Rush Swale #2,1997,1997_SRS2,SOSP,Song Sparrow,2.5,NOTFOUND
14.6,SRS2,Sedge - Rush Swale #2,1997,1997_SRS2,TRES,Tree Swallow,2,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,BANS,Bank Swallow,2,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,BAOR,Baltimore Oriole,1,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,BRTH,Brown Thrasher,0.5,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,CHSP,Chipping Sparrow,2,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,COYE,Common Yellowthroat,2,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,EAKI,Eastern Kingbird,3.5,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,EAME,Eastern Meadowlark,1,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,FISP,Field Sparrow,6.5,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,GRCA,Gray Catbird,1,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,KILL,Killdeer,1,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,MODO,Mourning Dove,1,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,NOFL,Northern Flicker,1,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,RWBL,Red-winged Blackbird,4,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,SOSP,Song Sparrow,3.5,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,1998,1998_BGGR,TRES,Tree Swallow,3,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,AMRE,American Redstart,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,AMWO,American Woodcock,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,BAOR,Baltimore Oriole,5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,BCCH,Black-capped Chickadee,3,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,BHCO,Brown-headed Cowbird,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,BLJA,Blue Jay,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,COGR,Common Grackle,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,COYE,Common Yellowthroat,7,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,DOWO,Downy Woodpecker,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,EAKI,Eastern Kingbird,5.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,EAWP,Eastern Wood-pewee,8.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,EUST,European Starling,4,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,GCFL,Great Crested Flycatcher,3.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,GHOW,Great Horned Owl,0.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,HOWR,House Wren,14.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,NOFL,Northern Flicker,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,RBWO,Red-bellied Woodpecker,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,REVI,Red-eyed Vireo,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,RTHU,Ruby-throated Hummingbird,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,RWBL,Red-winged Blackbird,5.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,SOSP,Song Sparrow,5.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,TRES,Tree Swallow,7,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,WAVI,Warbling Vireo,6,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,WBNU,White-breasted Nuthatch,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1998,1998_ROMS,YWAR,Yellow Warbler,8,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1998,1998_STDP,BAOR,Baltimore Oriole,1.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1998,1998_STDP,COGR,Common Grackle,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1998,1998_STDP,COYE,Common Yellowthroat,8,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1998,1998_STDP,EAKI,Eastern Kingbird,2,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1998,1998_STDP,GCFL,Great Crested Flycatcher,0.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1998,1998_STDP,MODO,Mourning Dove,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1998,1998_STDP,RWBL,Red-winged Blackbird,24.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1998,1998_STDP,SOSP,Song Sparrow,9,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1998,1998_STDP,TRES,Tree Swallow,4.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1998,1998_STDP,WAVI,Warbling Vireo,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1998,1998_STDP,YWAR,Yellow Warbler,9,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,AMRO,American Robin,2,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,BAOR,Baltimore Oriole,2.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,BCCH,Black-capped Chickadee,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,BHCO,Brown-headed Cowbird,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,BLJA,Blue Jay,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,BRTH,Brown Thrasher,0.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,CARW,Carolina Wren,3,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,CHSP,Chipping Sparrow,4,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,COGR,Common Grackle,3,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,COYE,Common Yellowthroat,6,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,EAKI,Eastern Kingbird,3.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,EATO,Eastern Towhee,2,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,EAWP,Eastern Wood-pewee,3,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,EWPW,Eastern Whip-poor-will,2.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,GCFL,Great Crested Flycatcher,2,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,GRCA,Gray Catbird,2,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,HOWR,House Wren,16,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1998,1998_WPWC,MODO,Mourning Dove,4,NOTFOUND
